topic_id,name,n,n_2024,n_2026,growth_ratio,ai_rate,median_yoe,junior_share,mid_share,senior_share,top_words,top_firms,top_metros
73,surgical/robotic/robotic_systems,47,36,11,0.32432432432432434,0.0,5.0,0.02127659574468085,0.0,0.851063829787234,"surgical, robotic, robotic systems, mechanical electrical, assisted, medical device, electrical software, imaging, robot, launched","Medtronic, Intuitive, Horizon Surgical Systems, Globus Medical, 🚀YOCHANA","San Francisco Bay Area, Boston Metro, Los Angeles Metro"
74,sap/experience_sap/procurement,46,24,22,0.92,0.0,5.0,0.021739130434782608,0.0,0.45652173913043476,"sap, experience sap, procurement, grc, invoicing, cds, hr, sd, sourcing, erp","GAF, SAP, Jobs via eFinancialCareers, S&P Global, Accenture","Dallas-Fort Worth Metro, Phoenix Metro, New York City Metro"
75,medical_device/medical_devices/biomedical,45,33,12,0.38235294117647056,0.0,4.0,0.0,0.022222222222222223,0.6666666666666666,"medical device, medical devices, biomedical, design control, verification validation, electromechanical, engineering biomedical, requirements management, biomedical engineering, therapy","Medtronic, BD, Abbott, Brunel, Static IQ Corp","Minneapolis-Saint Paul, San Diego Metro, Los Angeles Metro"
76,experience_automotive/functional_safety/debuggers,45,34,11,0.34285714285714286,0.06666666666666667,7.0,0.0,0.0,0.5555555555555556,"experience automotive, functional safety, debuggers, experience embedded, ecus, ota, basic software, simulink, ethernet, platform software","Pi Square Technologies, LER TechForce, Ford Motor Company, Diverse Lynx, SARACA","Detroit Metro, San Francisco Bay Area, Milwaukee Metro"
77,threat/adversarial/attack,44,3,41,10.5,0.7954545454545454,6.5,0.0,0.0,0.6363636363636364,"threat, adversarial, attack, endpoint, threat modeling, securing, security controls, ai systems, security engineer, endpoint security","HackerOne, Palo Alto Networks, Amazon, Box, TENEX.AI","San Francisco Bay Area, Charlotte Metro, Washington DC Metro"
78,employer_accept/engineering_productivity/improve_engineering,44,15,29,1.875,0.0,4.5,0.09090909090909091,0.0,0.29545454545454547,"employer accept, engineering productivity, improve engineering, specifications build, evaluate complex, solve production, software solve, order provide, issues product, companys business","Oracle, Uber, LinkedIn, Meta, USNR","San Francisco Bay Area, Seattle Metro, Washington DC Metro"
79,rds/cloudwatch/cognito,43,23,20,0.875,0.11627906976744186,5.0,0.0,0.0,0.6511627906976745,"rds, cloudwatch, cognito, api gateway, bedrock, experience genai, api testing, using nodejs, node js, genai","Courier Health, Global Information Technology, Piper Companies, Mindlance, Aperia","Washington DC Metro, Chicago Metro, Detroit Metro"
80,founding/founders/founding_engineer,43,10,33,3.090909090909091,0.37209302325581395,4.0,0.046511627906976744,0.0,0.5116279069767442,"founding, founders, founding engineer, directly founders, rapid iteration, build scale, looking founding, startup experience, thrives ambiguity, collaborate directly","Stealth Startup, Jack, Zealthy, Assort Health, Recruiting from Scratch","San Francisco Bay Area, Salt Lake City Metro, Austin Metro"
81,annotation/blockchain/systems_programming,40,13,27,2.0,0.2,5.0,0.0,0.0,0.55,"annotation, blockchain, systems programming, optimize highperformance, developer tooling, rust experience, validation quality, support model, fluent english, surfaces","Alignerr, Understanding Recruitment, webAI, Selby Jennings, Enfabrica","San Francisco Bay Area, Washington DC Metro, Salt Lake City Metro"
82,languages_libraries/produce_software/technologies_currently,39,25,14,0.5769230769230769,0.05128205128205128,5.0,0.07692307692307693,0.0,0.6153846153846154,"languages libraries, produce software, technologies currently, customers include, best user, adjust priorities, mission deliver, areas related, nosql sql, services ideal","FOTOMILL STUDIOS LIMITED, Altamira Technologies Corporation, IXL Learning, Yahoo, Cliff Services Inc","San Francisco Bay Area, Washington DC Metro, Nashville Metro"
83,battery/bms/cell,39,29,10,0.36666666666666664,0.0,5.0,0.0,0.0,0.4358974358974359,"battery, bms, cell, batteries, energy storage, charging, voltage, pack, ev, thermal","Sandvik, Gotion Inc., Jobright.ai, WinMax, Trojan Battery Company","San Francisco Bay Area, Los Angeles Metro, Philadelphia Metro"
84,safetycritical/selfdriving/telematics,38,12,26,2.076923076923077,0.0,5.0,0.02631578947368421,0.0,0.631578947368421,"safetycritical, selfdriving, telematics, motion, bringup, ecus, autonomous vehicles, rivian, vehicle platforms, motion control","Rivian, General Motors, Torc Robotics, Aurora, Waymo","San Francisco Bay Area, Detroit Metro, Los Angeles Metro"
85,wireless/cellular/modem,38,24,14,0.6,0.0,5.0,0.05263157894736842,0.0,0.47368421052631576,"wireless, cellular, modem, wifi, lte, radio, mac, experience wireless, qualcomm, rf","Qualcomm, Experfy, Encore Technologies, Synaptics Incorporated, Juniper Networks","San Francisco Bay Area, San Diego Metro, Denver Metro"
86,responsible_writing/blue/nasa,38,33,5,0.17647058823529413,0.02631578947368421,5.0,0.02631578947368421,0.0,0.4473684210526316,"responsible writing, blue, nasa, national permanent, current green, holder lawfully, resident current, admitted refugee, refugee granted, lawfully admitted","BLUE ORIGIN, Skydweller Aero, Lunar Outpost, Gallin Associates, Afton Consulting Group","Oklahoma City Metro, Seattle Metro, Denver Metro"
87,erp/plsql/experience_oracle,37,25,12,0.5,0.08108108108108109,5.0,0.0,0.02702702702702703,0.5405405405405406,"erp, plsql, experience oracle, publisher, using oracle, ebs, oracle erp, oracle cloud, fusion, financials","Net2Source Inc., myGwork - LGBTQ+ Business Community, Softworld, a Kelly Company, Spectrum, Tachyon Technologies","Houston Metro, Washington DC Metro, Atlanta Metro"
88,nas/file_systems/distributed_storage,37,4,33,6.8,0.2972972972972973,5.0,0.0,0.0,0.7027027027027027,"nas, file systems, distributed storage, presales, customers business, nfs, pure, supporting sales, rfps, prospects","Pure Storage, Dell Technologies, Weights & Biases, Cornelis Networks, VAST Data","San Francisco Bay Area, Denver Metro, Boston Metro"
89,workday/hr/hris,37,21,16,0.7727272727272727,0.02702702702702703,5.0,0.0,0.0,0.7297297297297297,"workday, hr, hris, payroll, hr systems, hcm, human resources, org, connectors, technical organizational","Rippling, CoreWeave, BCforward, Outcome Logix ( A Tech 50 Finalist company 2022, by Pittsburgh Technology Council ), BLUE ORIGIN","San Francisco Bay Area, Washington DC Metro, Chicago Metro"
90,maritime/autonomous_systems/vessels,37,11,26,2.25,0.02702702702702703,3.5,0.13513513513513514,0.0,0.4594594594594595,"maritime, autonomous systems, vessels, unmanned, marine, ros, perception, person status, exportcontrolled information, legal permanent","Saronic Technologies, HavocAI, Maritime Technology Startup (Stealth), Integer Technologies LLC, Spear AI","Austin Metro, San Diego Metro, Washington DC Metro"
91,patients/patient/clinicians,36,3,33,8.5,0.7777777777777778,4.0,0.027777777777777776,0.0,0.5,"patients, patient, clinicians, clinician, ainative, mental health, pharmacy, ai agents, mental, messy","Charlie Health, Jack & Jill, Headway, Counsel Health, Project Healthy Minds","Salt Lake City Metro, New York City Metro, San Francisco Bay Area"
92,swe/following_skills/technologies_seeking,36,30,6,0.22580645161290322,0.027777777777777776,12.0,0.05555555555555555,0.0,0.6666666666666666,"swe, following skills, technologies seeking, candidates following, following qualifications, required following, candidates required, intel, process areas, clearance polygraph","Belay Technologies, Intelliforce-IT Solutions Group, LLC.",Washington DC Metro
93,trading/market_data/electronic_trading,35,15,20,1.3125,0.05714285714285714,5.0,0.02857142857142857,0.02857142857142857,0.6285714285714286,"trading, market data, electronic trading, trading systems, java developer, fixed income, income, low latency, fixed, java development","Synechron, Goldman Sachs, ICE, Luxoft, LSEG","Salt Lake City Metro, New York City Metro, Charlotte Metro"
