disappearing_title,top1_2026_neighbor,side,uid,company,text_snippet
java application developer,full stack java developer,neighbor_2026,linkedin_li-4387532542,Jobs via Dice,devise solutions outcomes customers requirements performs tasks technology including codes configures tests implements supports software solutions systems application application continuously improves develops internal software configures packaged assessing solutions capabilities type hours pm degree required systems solutions requires external clients technology teams maintain solutions perform implementation activities enhancements provide ongoing respond qualifications java full-stack developing java frameworks batch boot jpa sql problem-solving migration deployment continuous deployment ci
java application developer,full stack java developer,neighbor_2026,linkedin_li-4387532600,Pull Skill Technologies,java role java role expertise role java eks kubernetes role java angular role high-level enterprise-scale cloud-native transformation microservices micro-frontend architectures reviews governance teams deployment troubleshooting modernization initiatives must-have roles java microservices architectural cloud-native systems kubernetes eks ci/cd pipelines distributed systems role angular typescript genai exposure modernization micro-frontends factor
java application developer,full stack java developer,neighbor_2026,linkedin_li-4387966603,TrueSkilla,java duration months possibility convert application built microservices-based backend developed boot follows micro-frontend though ui involvement minimal approximately ui sufficient messaging kafka extensively used candidate topics consumers filters application deployed openshift ocp kubernetes/ocp java boot microservices mongo kafka ui react/angular/javascript exp openshift/kubernetes exp
java application developer,full stack java developer,neighbor_2026,linkedin_li-4388185430,Jobs via Dice,description java type duration months role opportunity available experienced java expertise successful candidate maintain high-priority highly-available goals role involves partnering stakeholders teammates technology management throughout software lifecycle requirements fast-paced responsibilities maintain end-to-end java front-end technologies maintain restful apis backend services external systems ui frameworks angular write well-documented perform reviews ensure application debugging teammates teams deliver application scalability participate ci/cd pipelines deployments container-based arc
java application developer,full stack java developer,neighbor_2026,linkedin_li-4389223666,eStaffing Inc.,duration months ability average clients industries/sectors serve java designing developing delivering high-quality client-facing role requires expertise including backend technologies ability workstreams improvement transformation cross-functional teams ensure practices contribute maintainable high-performing communicate regularly engagement directors various functional teams including escalating require additional attention consideration engagement management independently collaboratively engagement workstreams improvement optimization transformation including implementing workflows addressin
java architect,java developer,disappearing,arshkon_3884430586,Quantum World Technologies Inc.,java architect minneapolis mn expertise java related frameworks.proficiency front-end react.js ui technologies html javascript.experience azure including services like ec2 azure azure functions.knowledge similar technologies analytics.strong software principles practices.excellent communication interpersonal ability articulate non-technical stakeholders.proven track record designing delivering software solutions.experience containerization technologies kubernetes.familiarity microservices related like boot node.js.knowledge practices continuous deployment.certification relevant technologies fr
java architect,java developer,disappearing,arshkon_3894965734,Digitive,seeking experienced java architect implementation high-performance java-based candidate java along expertise architectural principles java boot rest/web services microservices containerization principles messaging kafka angular nodejs ci/cd junit secondary skillbig enablement togaf database principles mainframe cobol db2 qualifications requiredcore java j2ee tomcat boot rest services json services xml etc html5 javascript angularjs messaging kafka jms mq db2 sql cloud-native microservices azure designing systems management camuda methodology principles togaf technologies like apache hadoop hba
java architect,java developer,disappearing,arshkon_3898169664,Fixity Technologies,position java architectlocation tarrytown ny days must lims sapio ba mandatory skills15+years java programmingspring frameworkspring boot/microserviceskubernetes/dockersql/postgresqlpharma background.nice havespring integrationamqp/rabbitmqmongodbamazon opensearch elasticsearchpythonserverless/lambda
java architect,java developer,disappearing,arshkon_3898175716,"Zodiac Solutions, Inc",java architect fulltimejersey njonsite please share java architect candidates need java architect boot micro-services background.person hands codingmust i.e
java architect,java developer,disappearing,arshkon_3899522506,Aspire Systems,architecting developing maintaining reviewing backend java/j2ee boot oracle/pl-sql azure cosmos database architectural artifacts includes creating mof engaging optimization tuning providing hands-on deliverables assigned jira alm ci/cd technology bitbucket jenkin sonarqube qtest etc detailed technology application/component framework evaluation/comparison coordinate deployment ensure audit domain standards
java architect,java developer,disappearing,arshkon_3899537576,Workstam,role java architect type fulltimelocation nj-onsite java architect must need java architect sprint boot micro-services background.person hands codingmust i.e note need capable guide/review tech
java architect,java developer,disappearing,arshkon_3900965200,Photon,role java architectlocation heights-njemployment type full-timemandatory java batch apache tomcat jsp jpa hibernates jdbc j2ee struts hibernate responsibilities architectural tuning database functional designs.hands-on ability solutions.experience designing low documents sdlc pre-requisite.awareness technologies trends logical along ability collaborate.should use application highly available.should microservices serverless architect define notch solutions additional responsibilities verbal written communication teams technically.ability communicate remote teams manner analytical logical skills
java architect,java developer,disappearing,arshkon_3901350104,Compunnel Inc.,java architect/actimize consultnat location remote duration year description appropriate experience.actimize wlf cdd ais/udm ais/udm actimize models.knowledge designer modeler monitor customization.experience types views dart workflows actimize schedular.strong infrastructure.hand java webservice xml soap rest json.strong database including sql procedures query tuning.experience setting configuration.experience monitor log viewer log viewer monitor.familiarity actimize database
java architect,java developer,disappearing,arshkon_3901350579,RD SOLUTIONS INC,bachelor degree technology related field.5-7 creating high-level documents decomposition domains creating epics managing implementation team.microservice including rest-based microservice api.a software principles excellent patterns.have pragmatic solutions record agile/lean methodologiesexcellent services.good containerization technologies redhat openshift kubernetes proficiency java java frameworks e.g springboot sql nosql dbms e.g sql postgresql mysql redis procedural object-oriented development.good ci/cd tools.ability ambiguous open-ended requirements priorities translate roadmap definiti
java architect,java developer,disappearing,arshkon_3901370757,Photon,responsibilities architectural tuning database functional designs.hands-on ability solutions.experience designing low documents sdlc pre-requisite.awareness technologies trends logical along ability collaborate.should use application highly available.should microservices serverless architect define notch solutions additional responsibilities verbal written communication teams technically.ability communicate remote teams manner analytical logical skills.engage maintaining relationships.technical requirements java batch apache tomcat jsp jpa hibernates jdbc j2ee struts hibernatedesirable springb
java architect,java developer,neighbor_2026,linkedin_li-3952279081,Open Systems Technologies,qualifications bachelor degree similar study relevant java proficient writing java java frameworks hibernate etc implementing highly communication thinker problem-solver
java architect,java developer,neighbor_2026,linkedin_li-4223765225,Modis,seeking java debugging software collaborating multiple teams ensure deliverables java responsibilities include maintain debug software functions closely teams ensure deliveries provide direction individual initiatives prototypes prepare uml diagrams describe application participate phases software sdlc including deployment identify mitigate risks software recommend technological competitive estimate effort software coordinate external teams deliver software budget desired qualifications bachelor degree technology related minimum hands-on java/j2ee proficiency developing restful services framew
java architect,java developer,neighbor_2026,linkedin_li-4277406521,ICE,java hands-on role contributing high-speed web-based excellent opportunity experienced java highly visible candidate must goal-oriented self-motivated challenges track record systems responsibilities hands-on high-volume high-volume participate estimating organizing efforts overall timetables demonstrable investigation performance-related issues architectural ensure guidelines consistency phases including documentation tests reviews analyst management teams understand agree requirements deliverables timelines teams activities defect resolutions teams investigate customer issues provide solutio
java architect,java developer,neighbor_2026,linkedin_li-4311352233,Noblis,msd seeking well-rounded software java pimcs technology onboard trainers onsite position yard software requirements systems combatant specification ncds criteria dpc manuals dod specifications specifications applicable software supervisory systems tools/systems developed inhouse maintain configure manage software installation procedures instructions notices procedures provide services include software analyze decipherall pipelines scripts pimcs ecosystem nswcpd analyze decipher jenkins pipelines decipher jenkins continuous improvement continuous deployment ci/cd pipelines provide software life
java architect,java developer,neighbor_2026,linkedin_li-4361783094,Charles Schwab,believe importance in-office fully intend selected candidate role specified location java expertise stakeholder teams solutions aligned clarify requirements issue problem-solving cost-effective move capabilities advancing broaden investing reflect clients bachelor degree technology related degree related practical developing large software java framework services batch supporting volume transactions highly available containers microservices deployment continuous continuous ci/cd pcf gcp databases like aerospike and/or postgresql prior transformations modernization initiatives distributed i.e m
java architect,java developer,neighbor_2026,linkedin_li-4364443546,EPAM Systems,role interact directly functions deliver capabilities services leveraging technologies software architectures responsibilities hands-on java analyst teams requirements deliver solutions provide estimates allocation architectures capabilities maintain improve scans coverage ci/cd gating offer mentorship configure application requirements participate phases software lifecycle requirements java jdk expertise designing supporting low latency throughput asynchronous event-driven concurrency boot boot actuator familiarity apache camel rest including authentication proficiency services management jms
java architect,java developer,neighbor_2026,linkedin_li-4372141674,Turnberry Solutions,duration months responsibilities implement web-based java requirements follow methodologies documents perform program issues debugging investigation rely judgment accomplish goals perform variety tasks software large java/spring batch/hadoop distributed systems perform application execution implementation activities analyze requirements documents accordance company standards ensure expected application levels achieved debug maintain modify programs complexity perform and/or implementation documentation detailed program specifications qualifications require bachelor degree proficiency following
java architect,java developer,neighbor_2026,linkedin_li-4375956054,EPAM Systems,seeking backend software expertise java boot sql role maintain backend systems approximately responsibilities dedicated responsibilities maintain backend java boot sql architect systems existing ones requirements cross-functional teams including global participate phases software lifecycle requirements deployment provide approx role diagnose prevent issues requirements bachelor degree backend software hands-on java boot sql proficiency ci/cd e.g jenkins gitlab kubernetes rest apis excellent problem-solving services highly distributed data-intensive systems proficiency libraries/frameworks fami
java architect,java developer,neighbor_2026,linkedin_li-4378021353,Kaleidoscope Innovation,java type seeking experienced java designing developing enterprise-grade candidate hands-on java frameworks track record delivering software solutions responsibilities maintain high-performance java cross-functional teams define features write testable following practices perform reviews troubleshoot issues databases apis third-party services participate software lifecycle requirements deployment stay date technologies frameworks improve efficiency required qualifications java proficiency java framework boot mvc hibernate/jpa restful apis microservices multithreaded familiarity sql relational 
java architect,java developer,neighbor_2026,linkedin_li-4378547192,Charles Schwab,looking software passionate technology technologies maintain solutions activities involve developing solutions supporting detailed user requirements architecting/developing driving discussions stakeholders bachelor degree related following java framework services rest soap supporting volume transactions highly available designing developing solutions problems enterprise-wide continuous cd continuous practices beneficial developing visio diagrams architectural documentations functional specifications software methodologies including extensive project/code management jira willingness ability asp
scala developer,big data engineer,disappearing,arshkon_3899929784,CodeForce 360,remotecontract w2 references must descriptionmust scala sufficient limited scala hadoop must services eks batch glue cloudwatch quicksightstrong containerization ecr deploymentgood java experience.good kafka knowledge.good terraform knowledgegood services.willing technologies explore setability pick quickly.good analytical problem-solving skills.thanks regards
scala developer,big data engineer,disappearing,arshkon_3902349967,Dexian,scala location hybrid duration monthsknowledge/experience must hadoop/big technologies spark/storm/kafka streaming/batch messaging relational nosql database principles hands-on hadoop eco-system hdfs mapreduce pig impala kafka kudu solr use json/xml/hypermedia formats development/automation aspects continuous deployments etc hands-on scala previous java knowledge/experience functionality generating various hand-offs containerization related technologies e.g kubernetes principles software scrum methodology cloudera/hortonworks/aws emr
scala developer,big data engineer,disappearing,arshkon_3902368406,Zortech Solutions,role scala developerlocation clara wa bellevue wa onsite duration fulltimejob description delivering robust software applicationsdesign world-class serving individuals businesses sizes.work independently scala gatling.has scala.experience deployment platforms.excellent problem-solving debugging troubleshooting issues communication interpersonal
scala developer,big data engineer,disappearing,arshkon_3903496651,Empower Professionals,required skillsthis candidate re-writing mainframe programs on-prem scala migrate/move candidates must functional scala extensive scala must following services glue emr batch everything else description functional scala still hopeful someone terraform too.skilled hands-on functional scala including glue emr batch airflow msk vpc subnets policies terraform candidate position terraform needed.must scala sufficient limited scala hadoop must services eks batch glue cloudwatch quicksightstrong containerization ecr deploymentgood java experience.good kafka knowledge.good terraform knowledgegood serv
scala developer,big data engineer,disappearing,arshkon_3904514034,Open Systems Technologies,looking scala ny responsibilities services scala open-source frameworks akka zio etc scala qualifications degree software web-based application experienc
scala developer,big data engineer,disappearing,arshkon_3904701786,TEKsystems,responsibilities include prototypes/concepts along regular experienced software practices must self-motivated ability independently learner pays attention detail ability think like architect produce architectures use tdd atdd cucumber-jvm scalatest must rest services technologies scala http4s play2 akka kafka scalaz hadoop apache kinesis sqs oop functional bachelors degree management systems combination minimum scala software agile/scrum methodologies jira scala akka kafka rest scala akka kafka rest scala akka intermediate
scala developer,big data engineer,disappearing,asaniczka_1181bb3b269a2bec,Intellectt Inc,understand requirements troubleshooting issues provide solutions application required scala sme scala scala framework developed scala lightbend technologies like akka lagom etc rdbms database sql-server postgres kafka pulsar pub/sub
scala developer,big data engineer,disappearing,asaniczka_6ca8055b2cabccca,Reperio Human Capital,scala desired scala remote seeking experienced scala exciting opportunity hands-on position role taking clients assigning tasks ensuring tasks completed adhere company procedures scala implement technologies junior fast-paced responsibilities existing newer robust designing utilizing scala implement technology robust clients ensure tasks deadlines completed effectively perform reviews application detailed specifications requirements bachelor degree related java scala frameworks c++ scrum mentoring position excellent oral written communication
scala developer,big data engineer,disappearing,asaniczka_a8bcec7c5ecee1df,Signify Technology,technology clients start-up looking inspired technologies thus looking scala distributed full-time basis salaries going year fully remote requirements recent scala type-level technologies cats cats fs2 http4s highly proficient kafka distributed systems gcp azure like talented exciting small up-to-date technologies hesitate
scala developer,big data engineer,disappearing,asaniczka_05ed12373515700a,aKUBE,duration months authorization us citizens/gc candidates l2 software activation iap in-app messaging responsibilities craft software backend systems fp scala cats rust golang pipelines software collaborative contribute lifecycle software requirements gathering designing comfortable individual collaborative contributor qualifications fp scala cats rust golang kinesis software fundamentals dogmatic technology choices preferably knowledge/experience services dynamodb kinesis etc relational and/or nosql dbs restful comfortable different levels functional handle failure gracefully principles object-
scala developer,big data engineer,neighbor_2026,linkedin_li-4348324281,"BAE Systems, Inc.",systems seeking provide facilitate services program effort focuses providing software services maintain sustain improve/modernize please note upon award anticipated expected q3/q4 responsibilities include limited architectures etl oversees implementation solutions ensuring scalability implementing continuous improvement initiatives required bachelor degree technology systems software relevant consider additional relevant lieu degree active cciso cism cissp gslc sscp gsec expertise designing implementing managing solutions hadoop technologies optimizing pipelines large-scale ensuring warehousin
scala developer,big data engineer,neighbor_2026,linkedin_li-4348462922,"BAE Systems, Inc.",please note upon award anticipated expected q3/q4 responsibilities include limited architectures etl oversees implementation solutions ensuring scalability implementing continuous improvement initiatives bachelor degree technology systems software relevant consider additional relevant lieu degree active cciso cism cissp gslc sscp gsec expertise designing implementing managing solutions hadoop technologies optimizing pipelines large-scale ensuring warehousing etl distributed environments
scala developer,big data engineer,neighbor_2026,linkedin_li-4381553069,S&P Global,pipelines systems closely participate feature pipelines provide expertise areas implementation technologies redshift emr distributed frameworks maintain speed accuracy consistency world-class empowers analysts determine eco supports ensure governance principles adopted checks lineage implemented hop ensure use standards domains use cases tune trends technologies participate evaluation technologies ensure adoption standards promotion guiding principles aligned standards required qualifications degree technology hands-on implementing systems technologies redshift emr distributed frameworks hadoo
scala developer,big data engineer,neighbor_2026,linkedin_li-4388989412,Programmers.io,role description problem-solving emphasis statistical languages sql etc manipulate draw large sets creating architectures variety techniques clustering artificial etc real-world advantages/drawbacks statistical techniques regression properties distributions statistical tests etc excellent written verbal communication teams distributed data/computing hadoop mysql etc
scala developer,big data engineer,neighbor_2026,linkedin_li-4389978534,KellyMitchell Group,summary seeking position located monica large-scale real-time batch owning features next-generation cloud-based supporting batch workloads continuous improvements scalability availability promoting practices ci/cd thorough reviews contributing applying cutting-edge technologies deliver impactful solutions participate software lifecycle including experimentation implementation deployment closely program sdets researchers highly desired skills/experience bachelor degree technology mathematics relevant software java scala similar languages hands-on technologies flink singlestore kafka nifi applic
scala developer,big data engineer,neighbor_2026,linkedin_li-4391435612,Signature IT World Inc,role software etl tech apache hadoop pyspark/python hadoop scala rdbms/database unix/shell scripting powerbi tech providing technology junior
scala developer,big data engineer,neighbor_2026,linkedin_li-4392018255,Randstad Digital Americas,responsibilities summary person would including etl framework framework observability toolset optimizing etl person regularly implement streamline onboarding expected versatile willing technologies pick quickly qualifications must proficient pyspark iceberg redshift dremio sagemaker type hours pm bachelors responsibilities responsibilities person would including etl framework framework observability toolset optimizing etl person regularly implement streamline onboarding expected versatile willing technologies pick quickly qualifications qualifications must proficient pyspark iceberg redshift d
scala developer,big data engineer,neighbor_2026,linkedin_li-4392913493,BCforward,seeking candidate java/j2ee ci/cd practices ability maintain maintain large-scale pipelines following standards governance standards technology practices models large-scale datasets ensuring retrieval maintaining cross-functional teams translate requirements solutions demonstrate passion continuous improvement proactively identifying capabilities proficiency java scala proficiency distributed framework similar proficiency lakehouse services alternatively hadoop proficiency scheduling/orchestration airflow functions similar proficiency relational nosql databases proficiency serialization format
scala developer,big data engineer,neighbor_2026,linkedin_li-4395026793,Synechron,looking experienced software large-scale systems candidate expertise etl workflows environments leveraging broad technologies pipelines solutions responsibilities maintain robust etl pipelines apache hadoop implement transformation pyspark scala initiatives workflows scalability distributed scientists analysts teams understand requirements deliver solutions manage interaction rdbms databases accessibility scripts workflows unix/linux scripting deliver insightful powerbi reports dashboards visualization troubleshoot issues related pipelines provide timely resolutions stay updated technologies c
scala developer,big data engineer,neighbor_2026,linkedin_li-4395298192,Amazon,implement bigdata redshift quicksight glue/lake emr/spark etc creation real-time pipelines built technologies incremental iceberg teams managers/sde implement qualifications warehousing etl pipelines query e.g sql pl/sql ddl mdx hiveql sparksql scala scripting e.g kornshell qualifications technologies hadoop emr etl like informatica odi ssis bodi datastage etc
