uid,period,period_group,source,subterm,matched_text,context,label,pattern_class,label_v2,label_final
asaniczka_eea36dc8185102a6,2024-01,2024,kaggle_asaniczka,copilot,copilot,"ive ai to existing and to and solve use cases. this engineer will use code capabilities like github copilot to efficiencies in software development. functions | as a staff software engineer, you will help de",true_positive,broad,true_positive,true_positive
arshkon_3905295211,2024-04,2024,kaggle_arshkon,copilot,copilot,"s business functions. configures and maintains all platform capabilities including onedrive, teams, copilot security, copilot and others. they are a of escalation for and difficult and applying and abilities",true_positive,broad,true_positive,true_positive
arshkon_3895815321,2024-04,2024,kaggle_arshkon,copilot,copilot,"oftware engineering. to ai-driven the of coding. to top-tier ai-based code and tools such as github copilot, hands-on of their groundbreaking features and in software engineering.",true_positive,broad,true_positive,true_positive
arshkon_3905210827,2024-04,2024,kaggle_arshkon,copilot,copilot,"inerization, and microservices would be beneficial.with ai-powered developer tools such as codeium, copilot, chatgpt, and is valued. being to these tools to and code quality is a strong advantage. requiremen",true_positive,broad,true_positive,true_positive
arshkon_3887998140,2024-04,2024,kaggle_arshkon,copilot,copilot,"sqs, opensearch, and kubernetes. services use like graphql, express, nodejs with the help of github copilot. responsibilities: | an agile team to and implement data capabilities and services utilizing javasc",true_positive,broad,true_positive,true_positive
asaniczka_11f5af862c1d7ccc,2024-01,2024,kaggle_asaniczka,copilot,copilot," generative ai (e.g. openai, aws, azure, sign-on (azure ad b2c) woocommerce) experience with github copilot | on experience with headless systems relational databases or nosql databases ui regression framewo",true_positive,broad,true_positive,true_positive
arshkon_3906220930,2024-04,2024,kaggle_arshkon,copilot,copilot,rience to have: devops including build/release using and python experience in paired and tdd github copilot broad experience working in agile software high of and solid experience working in agile software w,true_positive,broad,true_positive,true_positive
asaniczka_224f11a77c85bccb,2024-01,2024,kaggle_asaniczka,copilot,copilot,ommunicate and understand of work. great solver with minimal/no to tasks. does not use (i.e. github copilot). to maintain consistency by out libraries to algorithms. develops web applications and cloud in aw,true_positive,broad,true_positive,true_positive
arshkon_3902850403,2024-04,2024,kaggle_arshkon,copilot,copilot,"rojects requiring the of vendors, highlighting your ability to challenges. - experience with github copilot",true_positive,broad,true_positive,true_positive
asaniczka_40fde4668105b042,2024-01,2024,kaggle_asaniczka,copilot,copilot,following customer service business product | ai agent & autogen – use of ai to business processes. copilot – of copilot use with what you bring with you? bachelor’s or master’s degree in or and experience. ,true_positive,broad,true_positive,true_positive
asaniczka_6e77e47595517e88,2024-01,2024,kaggle_asaniczka,copilot,copilot,ommunicate and understand of work. great solver with minimal/no to tasks. does not use (i.e. github copilot). to maintain consistency by out libraries to algorithms. develops web applications and cloud in aw,true_positive,broad,true_positive,true_positive
linkedin_li-4377959071,2026-03,2026,scraped,copilot,copilot,"ality software using and aws to business requirements. * use engineering using the available llm in copilot for as as out .net * collaborate with cross-functional teams to design, implement, and software app",true_positive,broad,true_positive,true_positive
linkedin_li-4365559548,2026-03,2026,scraped,copilot,copilot,lize kafka for and real-time data * maintain code quality and through github and workflows * github copilot or similar ai tools to and improve code quality * mentor junior and contribute to a of and qualific,true_positive,broad,true_positive,true_positive
linkedin_li-4390617897,2026-03,2026,scraped,copilot,copilot,"ipulation * experience with python libraries: | **pandas, numpy** * experience with tools** (github copilot, claude) * full-stack experience (backend + frontend/ux) * experience with **git/version * strong p",true_positive,broad,true_positive,true_positive
linkedin_li-4300988040,2026-04,2026,scraped,copilot,copilot,"e of ml/ai data requirements and feature engineering * experience leveraging ai tools (e.g., github copilot, cursor, claude code) to debug, develop and test from requirements documents * experience with real",true_positive,broad,true_positive,true_positive
linkedin_li-4326701472,2026-03,2026,scraped,copilot,copilot,"any. **about the role** is the | ai platform** that how use ai at work – not just in but tools like copilot, gemini, chatgpt, ides, and more. we are to build this platform and deliver all of those apps. this",true_positive,broad,true_positive,true_positive
linkedin_li-4381734455,2026-04,2026,scraped,copilot,copilot, primeng * excellent verbal and written skills qualifications** | * experience using such as github copilot for all of sdlc. * experience with and test-driven (tdd) and test frameworks. * familiarity with ng,true_positive,broad,true_positive,true_positive
linkedin_li-4393225296,2026-03,2026,scraped,copilot,copilot,"es. * proven expertise in rag embeddings, and llm orchestration. * proficiency with jupyter, github copilot, ci/cd, and devops tooling. * experience with python including genai and mcp. qualifications** | * ",true_positive,broad,true_positive,true_positive
linkedin_li-4395211589,2026-04,2026,scraped,copilot,copilot,"kflows, and observability for ai systems * ai‑assisted tools (claude code, cursor, windsurf, github copilot) to and maintain high code quality * implement (mcp) for tool‑augmented and context‑aware ai applic",true_positive,broad,true_positive,true_positive
linkedin_li-4388957967,2026-03,2026,scraped,copilot,copilot,"* you will collaborate with the ai business team to platform components requirements, contribute to copilot by and maintaining and sandboxes, and implement and test with applications and vendor technologies.",true_positive,broad,true_positive,true_positive
linkedin_li-4390968967,2026-03,2026,scraped,copilot,copilot," in designing and implementing ai/gen ai use using the ai models/services (e.g. claude, gpt, github copilot, copilot, etc.).",true_positive,broad,true_positive,true_positive
linkedin_li-4376300408,2026-04,2026,scraped,copilot,copilot,"troubleshooting in kubernetes, ci/cd, and cloud environments. * hands‑on use of ai to (e.g., github copilot): design, code/test refactoring, and documentation ability to validate outputs for correctness, sec",true_positive,broad,true_positive,true_positive
linkedin_li-4391678875,2026-03,2026,scraped,copilot,copilot,"ng the stack including backend, frontend, and in between : you use ai tools (claude, cursor, github copilot, etc.) and understand how to work effectively with llm * clear skills and ability to work autonomou",true_positive,broad,true_positive,true_positive
linkedin_li-4375079083,2026-04,2026,scraped,copilot,copilot,"nd use ai to build the applications that solve them. you’ll use tools like claude code, cursor, and copilot to design, build, and iterate on full-stack applications our platform. you’ll review ai-generated c",true_positive,broad,true_positive,true_positive
linkedin_li-4392071032,2026-03,2026,scraped,copilot,copilot,"ams to deliver on time. * **you are ai-native:** | you use ai developer tools (e.g., cursor, github copilot) to your and mentor the team on effective ai-assisted development. you understand that a is only as",true_positive,broad,true_positive,true_positive
linkedin_li-4388718385,2026-03,2026,scraped,copilot,copilot,"iency in javascript and typescript. * demonstrated experience using ai-assisted tools (e.g., github copilot, claude code). * proven track of features or products from scratch. | fullstack engineer / typescri",true_positive,broad,true_positive,true_positive
linkedin_li-4380179411,2026-03,2026,scraped,copilot,copilot,"ript framework like angular or react. qualifications** | * experience using ai tools such as github copilot, cursor or similar. * familiarity with ci/cd and devops practices. * experience working with nosql ",true_positive,broad,true_positive,true_positive
linkedin_li-4362930940,2026-03,2026,scraped,copilot,copilot,ntrol and that with in the world. * use ai tools and to and quality (and help build customer-facing copilot where it makes sense). * contribute to digital-twin + loops (where workflows that use to test behav,true_positive,broad,true_positive,true_positive
linkedin_li-4352403254,2026-04,2026,scraped,copilot,copilot,"**responsibilities** | * developed and deliver copilot and ai to end-users and stakeholders * pre-sales including project scoping, pocs, and rfp responses",true_positive,broad,true_positive,true_positive
linkedin_li-4383047949,2026-04,2026,scraped,copilot,copilot," evaluate and where appropriate. **ai-enabled engineering * ai pair-programming tools (e.g., github copilot / copilot to refactoring, documentation, and test creation—while maintaining full and for code qual",true_positive,broad,true_positive,true_positive
linkedin_li-4400625119,2026-04,2026,scraped,copilot,copilot,". experience using and requests for in code repository tools such as github. experience with github copilot or other generative ai tools to increase and quality. to encourage, and your engineers. strong and ",true_positive,broad,true_positive,true_positive
linkedin_li-4380010695,2026-03,2026,scraped,copilot,copilot,"ardest and the standard. **the role: lead, not manager** **role** this isn't a up some ci/cd and in copilot"" role. you are the who the systems that how build software. you will: **be the ai engineering autho",true_positive,broad,true_positive,true_positive
linkedin_li-4375820864,2026-03,2026,scraped,copilot,copilot,"so, nfs/smb, pxe to have:** | * kubernetes or gcp * or backup experience * ai tools (cursor, github copilot) * directory / ldap * engineering experience * high-ownership, hands-on role * opportunity to lead ",true_positive,broad,true_positive,true_positive
linkedin_li-4390885835,2026-03,2026,scraped,copilot,copilot,"ility, and security. the workiq‑infra team the foundational and connection‑management services that copilot, agent (a365), and platform–based workflows, and applications. as a | **senior software engineer** ",true_positive,broad,true_positive,true_positive
linkedin_li-4400914498,2026-04,2026,scraped,copilot,copilot,"s role offers the opportunity to work on generative ai, (llms), and ai technology stacks that teams copilot and other teams ai products. the position operates at the of ai and research, leveraging the advanc",true_positive,broad,true_positive,true_positive
linkedin_li-4384554813,2026-04,2026,scraped,copilot,copilot,"iness tools such as bi * experience in or products * experience leveraging ai-assisted tools (e.g., copilot, gpt-based to improve engineering * master’s degree in a or",true_positive,broad,true_positive,true_positive
asaniczka_536a37d1acf7a709,2024-01,2024,kaggle_asaniczka,cursor,cursor,"pgle, and (clp/clle). very good knowledge of sql – analyze and modify sql queries, sql in sqlrpgle, cursor sql sprocs. – create and analyze sql indexes, views, and procedures. good working knowledge in – su",true_positive,broad,true_positive,true_positive
linkedin_li-4363793342,2026-03,2026,scraped,cursor,cursor,"ing, ai applications and ai in software **ai/llm proficiency** * experience using (chatgpt, claude, cursor, windsurf, copilot, etc.) for work tasks * of engineering and how to effective to ai tools * famili",true_positive,broad,true_positive,true_positive
linkedin_li-4392456708,2026-04,2026,scraped,cursor,cursor,"ency (6+ years). * platform experience and/or cloud * ai experience (github/vb copilot, gemini code cursor, etc.) * mobile experience a * jira and experience a * hybrid cloud platform experience a job funct",true_positive,broad,true_positive,true_positive
linkedin_li-4399543783,2026-04,2026,scraped,cursor,cursor,"rmation, or aws cdk. - strong scripting skills in python and/or typescript. - experience with using cursor, or claude. - experience with code and ci/cd tools, preferably github, github actions, codepipeline",true_positive,broad,true_positive,true_positive
linkedin_li-4400606656,2026-04,2026,scraped,cursor,cursor," opensearch and translating business requirements into functionality. this ai-powered tools such as cursor, claude code, and similar as a part of their to improve code quality, and more effectively. they on",true_positive,broad,true_positive,true_positive
linkedin_li-4332256616,2026-04,2026,scraped,cursor,cursor,"eep azure expertise, strong .net skills, and the ability to ai-based tools (such as github copilot, cursor, or ai to improve code quality, and innovation. you will as a mentor, and collaborator—contributing",true_positive,broad,true_positive,true_positive
linkedin_li-4391937656,2026-03,2026,scraped,cursor,cursor,"duct that went and with customer feedback * with developer tools, including llm-powered tools (e.g. cursor, claude), to improve code quality, and iteration * you’ve for or or other use * you’ve worked with ",true_positive,broad,true_positive,true_positive
linkedin_li-4399109743,2026-04,2026,scraped,cursor,cursor,"lable backend systems & using java, python or similar languages. * experience with ai tools such as cursor, claude ai, or copilot. * experience with full stacks, single-page applications and/or frontends. *",true_positive,broad,true_positive,true_positive
linkedin_li-4390497545,2026-03,2026,scraped,cursor,cursor,", langchain, llamaindex) * python for backend or ai workflows * familiarity with ai-assisted tools (cursor, github copilot, claude) * early-stage experience * in or domains",true_positive,broad,true_positive,true_positive
linkedin_li-4395456742,2026-04,2026,scraped,cursor,cursor,"gineer experience is a working in or low-tech (insurance, proficiency with ai tools (e.g., copilot, cursor) experience with browser or web scraping is a strong and willingness to with customers this is an o",true_positive,broad,true_positive,true_positive
linkedin_li-4376182749,2026-03,2026,scraped,cursor,cursor,"iver features end-to-end * implement real-time data for data, and * use ai-assisted tools (copilot, cursor, claude code, etc.) to your * review and get reviewed — we with not bureaucratic * on the job — you",true_positive,broad,true_positive,true_positive
linkedin_li-4387545579,2026-03,2026,scraped,cursor,cursor,"ith aws and gcp services (iam, logging/monitoring, * familiarity with llm-assisted tools and (e.g., cursor/copilot, and claude/gpt) and their use in dev/ci workflows. * of backup and policies, immutability)",true_positive,broad,true_positive,true_positive
linkedin_li-4388740664,2026-03,2026,scraped,cursor,cursor,"ck. * you have a quality and are to maintainable, well-tested code. savviness with ai tools such as cursor or claude is a plus. * you are pragmatic and want to work in an that agile data-informed and experi",true_positive,broad,true_positive,true_positive
linkedin_li-4398012458,2026-04,2026,scraped,cursor,cursor,e in on-call and of business hours. qualifications | * experience using ai-assisted tools such as **cursor** or similar platforms. * to workflows or ai-driven developer tools and products. * experience or i,true_positive,broad,true_positive,true_positive
linkedin_li-4325251054,2026-04,2026,scraped,cursor,cursor,"+ years backend/platform experience (shipped services; can systems you or describe * used ai tools (cursor, claude, or copilot in 3 can what you and how you the tools) * debugging skills (debugged incidents",true_positive,broad,true_positive,true_positive
linkedin_li-4375476443,2026-04,2026,scraped,cursor,cursor,"ing ai-driven or ai’s on the function or industry. * experience in using ai tools such as windsurf, cursor, etc is a or to have. * 6+ years of experience with java, javascript or a similar oo * experience w",true_positive,broad,true_positive,true_positive
linkedin_li-4400924847,2026-04,2026,scraped,cursor,cursor,ding what to build rather than just executing on specs. * is technically the full stack and ai like cursor or copilot in their workflow.,true_positive,broad,true_positive,true_positive
linkedin_li-4400949704,2026-04,2026,scraped,cursor,cursor,"are fundamentals (databases, systems, * strong full-stack or backend experience * user of ai tools (cursor, claude code, codex, etc.) * how to use ai to significantly than average * to down business problem",true_positive,broad,true_positive,true_positive
linkedin_li-4374891538,2026-04,2026,scraped,cursor,cursor,"ty to optimize mobile application including multi-threading, and challenges. * ai you use ai tools (cursor, claude code) as a part of how you work. your ai prompting and into automating tasks, long-running ",true_positive,broad,true_positive,true_positive
linkedin_li-4363722158,2026-03,2026,scraped,cursor,cursor,", mockito) and (e.g., fuzz, * 2+ years of experience using or ai tools (e.g., claude code, prompts, cursor), ai (e.g., mcp, agent frameworks (e.g. agent langchain, langfuse). * design - strong of software d",true_positive,broad,true_positive,true_positive
linkedin_li-4361052327,2026-03,2026,scraped,cursor,cursor,"d and systems (e.g., git, github actions, jenkins). * experience with vibe-coding platforms such as cursor, and * excellent problem-solving, and skills. * experience in the or adtech industry. * experience ",true_positive,broad,true_positive,true_positive
linkedin_li-4375624735,2026-04,2026,scraped,cursor,cursor,"and deliver robust, solutions. **qualifications** | in using ai for code using tools like windsurf, cursor, or others. 8+ years experience delivering class web applications solid in web application code fol",true_positive,broad,true_positive,true_positive
linkedin_li-4401013042,2026-04,2026,scraped,cursor,cursor,"ncluding components, next.js, and the react lifecycle. * in using ai such as claude code, codex, or cursor to and code quality. * familiarity with javascript/react including node and npm. * experience consu",true_positive,broad,true_positive,true_positive
linkedin_li-4392464515,2026-04,2026,scraped,cursor,cursor,"ency (6+ years). * platform experience and/or cloud * ai experience (github/vb copilot, gemini code cursor, etc.) * mobile experience a * jira and experience a * hybrid cloud platform experience a",true_positive,broad,true_positive,true_positive
linkedin_li-4379241675,2026-03,2026,scraped,cursor,cursor,"ud platforms (gcp, aws, etc.). * hands-on experience with ai-assisted tools (e.g., github, copilot, cursor, or to software debugging, and code optimization. **bonus skills:** * demonstrates about and unfami",true_positive,broad,true_positive,true_positive
linkedin_li-4390495142,2026-03,2026,scraped,cursor,cursor,"th ai/ml teams to gpt-4o and other ai technologies for feedback automation. * ai-powered tools like cursor, claude code, and devmate to development. * and candidate-driven to reduce manual interventions. **",true_positive,broad,true_positive,true_positive
arshkon_3887880341,2024-04,2024,kaggle_arshkon,claude,claude,"ness.- contribute to and (llm) and including openai (gpt-3.5 and gpt-4), azure (openai), anthropic (claude), and others.- else to prompting that we will our product. what we're for- 2-5 years of experience ",true_positive,broad,true_positive,true_positive
asaniczka_5b293941814f9327,2024-01,2024,kaggle_asaniczka,claude,claude,"rative ai experience: hands-on experience in generative ai projects leveraging llms such as openai, claude 2 and fine-tune using datasets, considering like and and assess the of ai using and such as cross-v",true_positive,broad,true_positive,true_positive
asaniczka_1e5119ac213ebf7a,2024-01,2024,kaggle_asaniczka,claude,claude,"earch and to applications of generative ai and llms experience with pre-trained llms such as gpt-4, claude, jurassic-1 jumbo, or similar models. aws co-pilot, etc. in python and familiarity with ai librarie",true_positive,broad,true_positive,true_positive
linkedin_li-4376182749,2026-03,2026,scraped,claude,claude,"tures end-to-end * implement real-time data for data, and * use ai-assisted tools (copilot, cursor, claude code, etc.) to your * review and get reviewed — we with not bureaucratic * on the job — you'll fram",true_positive,broad,true_positive,true_positive
linkedin_li-4390992020,2026-03,2026,scraped,claude,claude,"d other ai technologies for feedback and quality improvements. * ai-powered tools including cursor, claude code, and devmate to velocity. * and candidate-driven that reduce manual coordinator interventions.",true_positive,broad,true_positive,true_positive
linkedin_li-4400560785,2026-04,2026,scraped,claude,claude,"ilities** | * engineering including tool and hands-on lab/infrastructure * ai-assisted tools (e.g., claude code or similar) to engineering workflows and the team * as a of for projects, and execution from t",true_positive,broad,true_positive,true_positive
linkedin_li-4391705782,2026-03,2026,scraped,claude,claude,"hat deliver omnichannel messages in and adtech channels. * experience leveraging ai-assisted tools (claude code, github copilot) to the software * 7+ years of experience in application including python, sql",true_positive,broad,true_positive,true_positive
linkedin_li-4384950903,2026-04,2026,scraped,claude,claude," in ml contexts. qualifications (genai as a * experience leveraging or fine-tuning llms (e.g., gpt, claude) to ml workflows, retrieval, or claims-facing tooling. * hands-on with mlops mlflow/kubeflow, featu",true_positive,broad,true_positive,true_positive
linkedin_li-4300988040,2026-04,2026,scraped,claude,claude,"equirements and feature engineering * experience leveraging ai tools (e.g., github copilot, cursor, claude code) to debug, develop and test from requirements documents * experience with real-time data and a",true_positive,broad,true_positive,true_positive
linkedin_li-4378697274,2026-03,2026,scraped,claude,claude," to the developer experience, and product development. experience working with tools including from claude, openai, and code to develop, test and solutions. you will proactively identify to improve the and ",true_positive,broad,true_positive,true_positive
linkedin_li-4384753852,2026-04,2026,scraped,claude,claude,"end systems with an emphasis on typescript, node.js, and/or react. * **ai you use ai tools (cursor, claude code) as a part of how you work. your ai prompting and into automating tasks, long-running and inte",true_positive,broad,true_positive,true_positive
linkedin_li-4342645327,2026-03,2026,scraped,claude,claude,"and agile). to have:** | * ai‑driven experience with engineering, working with llms (e.g., chatgpt, claude), and familiarity with workflows and rag‑based search. * knowledge of microservices, containerizati",true_positive,broad,true_positive,true_positive
linkedin_li-4372790774,2026-03,2026,scraped,claude,claude," and willing to ai tools to work and deliver results. ideally, you are comfortable using tools like claude code or codex. to haves** | * you're with the technologies we on: kotlin, compose, coroutines, and ",true_positive,broad,true_positive,true_positive
linkedin_li-4395255384,2026-04,2026,scraped,claude,claude,"odifiable, efficient, understandable, fault tolerant, and reusable * ai-assisted tools (e.g., code, claude, chatgpt, or similar) to improve in debugging, test and documentation * critically evaluate, test, ",true_positive,broad,true_positive,true_positive
linkedin_li-4397746894,2026-04,2026,scraped,claude,claude,"h minimal hand-holding * about code quality, and that * an ai-augmented workflow—you use tools like claude code, cursor, and/or as part of how you build, debug, and ship software we are considering with dif",true_positive,broad,true_positive,true_positive
linkedin_li-4372629459,2026-04,2026,scraped,claude,claude,"ineering design at scale. aws and databricks experience are plusses. * ai you use ai tools (cursor, claude code) as a part of how you work. your ai prompting and into automating tasks, long-running and inte",true_positive,broad,true_positive,true_positive
linkedin_li-4395483051,2026-04,2026,scraped,claude,claude,"ions. * ai-native: you ai as a part of your engineering not an occasional shortcut — you use (e.g., claude code) the and you understand the boundaries of when ai demands scrutiny when it accelerates you. * ",true_positive,broad,true_positive,true_positive
linkedin_li-4387968445,2026-03,2026,scraped,claude,claude,"(not remote-only) and motivated to operate as a strong ic. * ai-native developer: user of ai tools (claude code, codex, cursor, etc.) with clear workflows that sacrificing quality. **our stack** * **backend",true_positive,broad,true_positive,true_positive
linkedin_li-4393204919,2026-03,2026,scraped,claude,claude,"chnology you’re tools, and approaches. * you’re already experimenting with or using ai tools (e.g., claude code, openai to improve how you and your team build software. **what looks like** * designing syste",true_positive,broad,true_positive,true_positive
linkedin_li-4375499486,2026-03,2026,scraped,claude,claude," and engineering about and third-party services to maximize * lead of ai-augmented workflows (e.g., claude code, cursor) and have experience llm-based features or subagent systems in * make pragmatic build ",true_positive,broad,true_positive,true_positive
linkedin_li-4400525602,2026-04,2026,scraped,claude,claude, requires a strong grasp of ai technologies and hands-on proficiency with ai-assisted tools such as claude code. as ai reshapes how engineering work this engineer will be expected to ai in their own workflo,true_positive,broad,true_positive,true_positive
linkedin_li-4360536624,2026-03,2026,scraped,claude,claude,"inded, and thrives in a high-ownership environment. * comfortable and competent in ai tools such as claude code, copilot. * design, test, build, and scale production-grade using go (with occasional python/j",true_positive,broad,true_positive,true_positive
linkedin_li-4388514435,2026-03,2026,scraped,claude,claude,"ication teams. - taking — design not just implementing them. - familiarity with ai-augmented tools (claude, codex) as part of a engineering workflow. experience** - experience with snowflake or similar clou",true_positive,broad,true_positive,true_positive
linkedin_li-4397406633,2026-04,2026,scraped,claude,claude,"ith systems, including our business and e-commerce platform * use ai-powered tools (github copilot, claude code, cursor) as a regular part of your to and improve quality * write to the reliable. thorough is",true_positive,broad,true_positive,true_positive
linkedin_li-4354856400,2026-04,2026,scraped,claude,claude,"claude owns the experience, and capabilities of claude.ai. we are the platform team for anthropic's produc",true_positive,broad,true_positive,true_positive
linkedin_li-4380548116,2026-03,2026,scraped,claude,claude,"r engineering * strong and problem-solving skills * ai experience - comfortable using tools such as claude code, github copilot, chatgpt for prototyping, debugging, and problem-solving * bachelor’s degree i",true_positive,broad,true_positive,true_positive
linkedin_li-4387427758,2026-04,2026,scraped,claude,claude,"ssrs, tableau, or bi. * experience ai chatbots, ai-enabled prototypes, or integrating (e.g., gpt-4, claude) into applications. * experience with cloud platforms and data (e.g., gcp, azure, bigquery) and con",true_positive,broad,true_positive,true_positive
linkedin_li-4308121465,2026-04,2026,scraped,claude,claude,"ience with kafka or similar event-streaming technologies * experience using ai-assisted tools (e.g. claude code, cursor ai, github copilot) * experience with bpmn or other and long-running business * experi",true_positive,broad,true_positive,true_positive
asaniczka_88768f4605a29c5e,2024-01,2024,kaggle_asaniczka,chatgpt,chatgpt," (numpy, pandas) you've worked with or extensions you've worked with dbt sql you've played with gpt/chatgpt and have experience with prompting methods",true_positive,broad,true_positive,true_positive
asaniczka_416b8d2724c4b979,2024-01,2024,kaggle_asaniczka,chatgpt,chatgpt,"thon, and nlp. should have skills like governance, and enablement. must have hands-on experience in chatgpt, and llms. having knowledge of algorithms, object-oriented and design and best-practice patterns. m",true_positive,broad,true_positive,true_positive
asaniczka_c4603016298920bf,2024-01,2024,kaggle_asaniczka,chatgpt,chatgpt,we are for an android engineer to our chatgpt team to high-impact projects that the user of chatgpt and subscribers. your role will include proje,true_positive,broad,true_positive,true_positive
asaniczka_d9cd5e7579c799cb,2024-01,2024,kaggle_asaniczka,chatgpt,chatgpt,"ing closely with on the team. what you’ll do: | work with the ai technologies, tools, and including chatgpt, llama2, rag, and fine-tuning methods genai use domains such as customer service and ivr), and deve",true_positive,broad,true_positive,true_positive
asaniczka_4df3daf814e632db,2024-01,2024,kaggle_asaniczka,chatgpt,chatgpt,"azure sql, azure data hd hadoop, etc. ability to solve business problems with ai/ml-based services, chatgpt that azure provides as a service. understands for design and business and on analysis. has a workin",true_positive,broad,true_positive,true_positive
arshkon_3905210827,2024-04,2024,kaggle_arshkon,chatgpt,chatgpt,"on, and microservices would be beneficial.with ai-powered developer tools such as codeium, copilot, chatgpt, and is valued. being to these tools to and code quality is a strong advantage. requirements:don't ",true_positive,broad,true_positive,true_positive
asaniczka_ab3cbdd3daf936b0,2024-01,2024,kaggle_asaniczka,chatgpt,chatgpt,"algorithms, object-oriented and design and best-practice patterns. must have hands-on experience in chatgpt, and llms. must have experience in rest api nosql design, and rdbms design and optimizations.",true_positive,broad,true_positive,true_positive
asaniczka_05e15230dd5933d3,2024-01,2024,kaggle_asaniczka,chatgpt,chatgpt," in for the long-term alongside founding team and to and being mentored about ai: experimented with chatgpt, etc. experience with workflows: worked with data/products geared to all-in: this is not a 9-5, we ",true_positive,broad,true_positive,true_positive
linkedin_li-4385054752,2026-04,2026,scraped,chatgpt,chatgpt,"ely with and cross-functional teammates. * experience using ai-assisted tools (e.g. github copilot, chatgpt) to while maintaining engineering standards. * ability to review and validate ai-generated code, an",true_positive,broad,true_positive,true_positive
linkedin_li-4385851281,2026-04,2026,scraped,chatgpt,chatgpt,"c. **qualifications:** | * working towards a degree in data and/or engineering * and with azure ai, chatgpt ai, or experience ai * experience or code with ai * sql experience * python is a * previous co-op o",true_positive,broad,true_positive,true_positive
linkedin_li-4390377909,2026-03,2026,scraped,chatgpt,chatgpt,"eir and to continuously as tools emerge. familiarity with job-relevant ai platforms such as gemini, chatgpt, claude, github copilot or other industry-standard ai tools is expected and considered for at this ",true_positive,broad,true_positive,true_positive
linkedin_li-4397827766,2026-04,2026,scraped,chatgpt,chatgpt,"ver-side apis. * proficiency with kotlin strongly * experience using ai/llm (e.g., copilot, gemini, chatgpt, or similar) to design, and * solid grasp of algorithms, and real-time * familiarity with agile * h",true_positive,broad,true_positive,true_positive
linkedin_li-4391191503,2026-03,2026,scraped,chatgpt,chatgpt,"va, spring kafka, cloud-native technologies) * develops, and integrates generative ai modules (e.g. chatgpt, gemini, rag, python), and fine-tunes for use * build and operate ci/cd and deployments aws and azu",true_positive,broad,true_positive,true_positive
linkedin_li-4391872488,2026-03,2026,scraped,chatgpt,chatgpt,"n (python, javascript/typescript, java, etc.) - experience with ai/llm tools and platforms (claude, chatgpt, copilot, or similar) - fluency with agile methodologies and test-driven (tdd) - experience integra",true_positive,broad,true_positive,true_positive
linkedin_li-4393022176,2026-04,2026,scraped,chatgpt,chatgpt,"ntly and in a team at problems. * experience using ai-assisted tools (e.g., cursor, github copilot, chatgpt, claude) to software delivery. * experience troubleshooting, debugging, and profiling client applic",true_positive,broad,true_positive,true_positive
linkedin_li-4395063997,2026-03,2026,scraped,chatgpt,chatgpt,"nd the software engineer maintains and partners to design, and maintainenance of and ai – including chatgpt-powered copilots and llm services in with our ai platform and guidelines. with deliverables rest se",true_positive,broad,true_positive,true_positive
linkedin_li-4388163661,2026-03,2026,scraped,chatgpt,chatgpt,"features business impact. in this job, you will use | *ai-assisted tools* (such as claude code, and chatgpt) as part of your to while maintaining strong engineering judgement and code quality, and an *ai-for",true_positive,broad,true_positive,true_positive
linkedin_li-4388671117,2026-03,2026,scraped,chatgpt,chatgpt,"nkmath and to track and identify keyword * optimize for ai-driven platforms including ai overviews, chatgpt, and * manage link-building, and directory consistency * own and optimize the & business for rankin",true_positive,broad,true_positive,true_positive
linkedin_li-4370761819,2026-03,2026,scraped,chatgpt,chatgpt," fundamentals: comfortable with and permissions. * ai adaptability: proficiency in using gemini (or chatgpt) as a and tool. good-to-haves** * cloud familiarity with aws services (s3, or the aws cloud certifi",true_positive,broad,true_positive,true_positive
linkedin_li-4394460409,2026-04,2026,scraped,chatgpt,chatgpt,"systems, and multi-modal approaches. * assess technologies, libraries, and including platforms like chatgpt, github copilot, langchain, langsmith, crewai, retrieval-augmented tools, and services. * where ai ",true_positive,broad,true_positive,true_positive
linkedin_li-4364547482,2026-04,2026,scraped,chatgpt,chatgpt,"works (e.g. java, spring kafka, elasticache) * develops, and integrates generative ai modules (e.g. chatgpt, gemini, rag, python), and fine-tunes for use * performs and on aws and azure * monitors in and imp",true_positive,broad,true_positive,true_positive
linkedin_li-4390299314,2026-03,2026,scraped,chatgpt,chatgpt," as part of the software * adaptability and with ai-assisted tools (e.g. github copilot, cursor, or chatgpt for code and qualifications** | * experience in services, retirement, or platforms * to regulated o",true_positive,broad,true_positive,true_positive
linkedin_li-4315978555,2026-03,2026,scraped,chatgpt,chatgpt,"e software lifecycle. in this role, you’ll also work with ai-enhanced tools like github copilot and chatgpt to code quality, and outcomes. **the you will have** * design and build features using ridgeline’s ",true_positive,broad,true_positive,true_positive
linkedin_li-4357406497,2026-04,2026,scraped,chatgpt,chatgpt,we are an ios software engineer to build and improve the chatgpt ios app. * build and ship ios features that the boundaries of ai-powered mobile applications. * in ,true_positive,broad,true_positive,true_positive
linkedin_li-4400563017,2026-04,2026,scraped,chatgpt,chatgpt,"n a team * strong and skills * experience using ai tools, including generative technologies such as chatgpt or copilot, to and productivity. demonstrated for how these tools can improve and of ai including a",true_positive,broad,true_positive,true_positive
